Ballard Power Systems Inc.","BLD
Electrovaya Inc.","EFL
Hydrogenics Corporation","HYG
New Flyer Industries Inc.","NFI
PFB Corporation","PFB
Primary Energy Recycling Corporation","PRI
Westport Innovations Inc.","WPT
Burcon NutraScience Corporation","BU
Cascades Inc.","CAS
Catalyst Paper Corporation","CYT
Clearwater Seafoods Incorporated","CLR
DIRTT Environmental Solutions Ltd.","DRT
EcoSynthetix Inc","ECO
KP Tissue Inc.","KPT
Lumenpulse Inc.","LMP
Orbite Aluminae Inc.","ORT
SunOpta Inc.","SOY
Tembec Inc.","TMB
Village Farms International Inc","VFF
5N Plus Inc.","VNP
Alter NRG Corp.","NRG
Carmanah Technologies Corporation","CMH
Northern Power Systems Corp.","NPS
Algonquin Power & Utilities Corp","AQN
Alterra Power Corp.","AXY
BIOX Corporation","BX
Boralex Inc.","BLX
Brookfield Renewable Energy Partners  L.P.","BEP
Brookfield Renewable Power Preferred Equity Inc","BRF
Capstone Infrastructure Corporation","CSE
Capstone Power Corp.","CPW
Etrion Corporation","ETX
Innergex Renewable Energy Inc.","INE
Northland Power Inc.","NPI
Pattern Energy Group Inc.","PEG
Ram Power Corp","RPG
Synex International Inc.","SXI
TransAlta Renewables Inc.","RNW
U.S. Geothermal Inc.","GTH
BioteQ Environmental Technologies Inc.","BQE
GLV Inc.","GLV
Newalta Corporation","NAL
Pure Technologies Ltd.","PUR
Atlantic Power Preferred Equity Ltd.","AZP
