"Friday October 17, 2014","<span id=""yfs_j10_cm"">34.43B</span>",-15.56B,12.14,9.24,1.11,3.11,2.26,-1.42,N/A,Oct 31,"Jul 31, 2014",26.57%,37.43%,0.82%,18.00%,10.95B,27.48,8.00%,N/A,N/A,2.83B,7.15,4.70%,90.41B,227.78,40.80B,N/A,N/A,38.01,-11.80B,N/A,0.93,5.20%,6.78%,97.97,76.55,93.14,90.98,"188,295","267,200",396.92M,395.83M,5.67%,60.50%,5.88M,31.30,N/A,6.04M,3.61,4.10%,4.52,5.30%,4.80%,49.00%,"Oct 28, 2014","Sep 25, 2014",N/A,N/A
"Friday October 17, 2014","<span id=""yfs_j10_cnr"">65.45M</span>",260.07M,37.08,N/A,N/A,1.31,0.39,5.21,11.07,Mar 31,"Mar 31, 2014",26.96%,44.50%,2.85%,8.54%,49.89M,0.68,N/A,32.73M,23.50M,13.43M,0.02,N/A,21.71M,0.30,216.32M,126.83,1.71,2.26,-122.46M,-120.39M,0.76,-39.86%,6.78%,1.98,0.72,0.90,0.92,"15,320","4,713",73.54M,157.38K,50.77%,58.50%,1.03K,0.10,N/A,1.07K,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Jul 20, 2007",5:4,"Aug 8, 2005"
"Friday October 17, 2014","<span id=""yfs_j10_cnq"">37.53B</span>",48.33B,12.88,9.07,0.70,2.25,1.52,2.98,5.82,Dec 31,"Jun 30, 2014",17.81%,24.18%,5.10%,12.64%,16.23B,14.90,41.90%,8.14B,8.31B,2.89B,2.67,124.80%,27.39M,0.03,11.87B,49.36,0.52,21.99,7.18B,-2.71B,1.47,1.83%,6.78%,46.65,30.42,38.92,41.43,"2,949,540","6,497,200",1.09B,1.06B,N/A,N/A,4.40M,1.40,N/A,4.52M,0.82,2.50%,0.80,2.40%,1.20%,26.00%,"Oct 1, 2014","Sep 10, 2014",2:1,"Jun 1, 2010"
"Friday October 17, 2014","<span id=""yfs_j10_cof"">43.14B</span>",76.69B,10.37,9.87,1.63,2.37,1.02,4.08,N/A,Dec 31,"Jun 30, 2014",23.12%,39.46%,1.47%,10.27%,18.79B,32.74,-2.30%,N/A,N/A,4.29B,7.33,7.80%,7.48B,13.18,39.60B,N/A,N/A,77.21,9.98B,N/A,1.33,9.68%,6.78%,85.39,67.86,81.66,79.81,"2,928,390","3,895,400",567.50M,563.67M,0.56%,91.50%,5.61M,2.00,1.00%,5.63M,1.20,1.50%,1.20,1.50%,0.70%,16.00%,"Aug 21, 2014","Aug 7, 2014",3:1,"Jun 2, 1999"
"Friday October 17, 2014","<span id=""yfs_j10_ccl"">26.98B</span>",35.39B,19.18,15.38,0.87,1.70,1.07,2.24,10.18,Nov 30,"Aug 31, 2014",8.87%,11.66%,2.87%,5.68%,15.82B,20.40,4.70%,4.83B,3.48B,1.40B,1.81,33.50%,436.00M,0.56,8.87B,35.25,0.23,32.38,N/A,N/A,0.75,5.96%,6.78%,42.31,32.62,38.54,38.16,"4,406,180","9,767,960",777.00M,592.08M,0.10%,27.20%,10.59M,2.50,2.80%,12.74M,1.00,2.90%,1.00,2.90%,2.90%,70.00%,"Sep 12, 2014","Nov 19, 2014",2:1,"Jun 15, 1998"
"Friday October 17, 2014","<span id=""yfs_j10_ca"">11.63B</span>",10.14B,N/A,10.14,-2.50,2.56,2.01,2.26,7.12,Mar 31,"Jun 30, 2014",17.73%,28.58%,6.96%,13.83%,4.49B,10.12,-2.40%,3.86B,1.42B,774.00M,N/A,-35.20%,3.26B,7.33,1.91B,33.68,1.21,12.88,1.18B,1.27B,N/A,-14.22%,6.78%,36.22,25.25,27.83,28.87,"2,321,770","3,525,120",445.06M,318.56M,28.09%,66.60%,5.46M,2.30,1.70%,5.53M,N/A,N/A,1.00,3.90%,2.40%,56.00%,"Sep 9, 2014","Aug 19, 2014",3:2,"Nov 28, 1997"
"Friday October 17, 2014","<span id=""yfs_j10_cbs"">27.71B</span>",32.95B,16.97,N/A,N/A,1.81,3.24,2.21,8.89,Dec 31,"Jun 30, 2014",12.55%,21.82%,7.82%,19.79%,14.91B,25.29,-5.40%,15.28B,3.71B,1.87B,3.10,-7.00%,261.00M,0.50,6.25B,67.36,1.62,15.79,1.45B,1.12B,1.99,-13.55%,6.78%,68.10,48.83,55.02,58.56,"8,476,690","9,302,880",526.82M,483.73M,1.43%,85.70%,17.13M,2.20,3.30%,10.21M,0.60,1.20%,0.51,1.00%,1.20%,15.00%,"Oct 1, 2014","Sep 8, 2014",N/A,N/A
"Friday October 17, 2014","<span id=""yfs_j10_celg"">70.61B</span>",69.77B,N/A,18.33,0.89,9.82,12.17,9.92,28.87,Dec 31,"Jun 30, 2014",20.82%,28.96%,9.24%,28.55%,7.03B,8.64,17.10%,6.15B,2.42B,1.46B,N/A,25.00%,6.23B,7.79,6.94B,142.96,5.44,7.10,2.19B,1.75B,N/A,7.61%,6.78%,96.50,66.85,92.76,83.78,"4,347,090","5,647,120",799.51M,797.23M,0.09%,84.20%,11.75M,2.80,1.50%,12.07M,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2:1,"Jun 26, 2014"
"Friday October 17, 2014","<span id=""yfs_j10_cve"">17.79B</span>",21.63B,16.99,12.66,0.78,0.99,1.93,1.21,6.14,Dec 31,"Jun 30, 2014",5.80%,10.05%,5.13%,11.55%,17.90B,23.66,20.10%,4.39B,3.52B,1.04B,1.38,243.60%,671.44M,0.89,4.57B,49.58,1.25,12.17,2.99B,453.89M,1.24,-22.29%,6.78%,32.64,22.75,28.05,29.69,"1,171,450","2,338,380",757.03M,754.57M,N/A,N/A,4.30M,3.90,N/A,4.94M,0.97,4.10%,0.96,4.10%,N/A,66.00%,"Sep 30, 2014","Sep 11, 2014",N/A,N/A
"Friday October 17, 2014","<span id=""yfs_j10_cna"">9.94B</span>",10.66B,12.88,9.92,1.09,0.97,0.75,1.06,7.02,Dec 31,"Jun 30, 2014",7.65%,14.27%,1.54%,7.89%,10.11B,37.47,-0.40%,4.17B,1.52B,987.00M,2.86,37.60%,2.26B,8.38,3.11B,23.77,0.42,48.43,1.22B,649.75M,1.32,-7.97%,6.78%,43.65,35.68,37.96,39.63,"97,965","118,188",269.95M,26.58M,0.30%,99.20%,398.87K,4.50,1.50%,396.79K,1.00,2.70%,1.95,5.40%,2.30%,67.00%,"Sep 3, 2014","Aug 14, 2014",3:1,"Jun 2, 1998"
"Friday October 17, 2014","<span id=""yfs_j10_ctl"">22.11B</span>",42.62B,N/A,14.89,-7.26,1.20,1.32,2.35,5.95,Dec 31,"Jun 30, 2014",-2.26%,15.01%,3.28%,-2.34%,18.14B,31.24,0.40%,10.59B,7.16B,-410.00M,-0.71,-28.30%,181.00M,0.32,20.96B,126.27,0.81,29.05,5.21B,2.09B,0.50,16.03%,6.78%,45.67,27.93,40.21,37.75,"4,385,510","3,538,210",570.16M,567.43M,0.45%,73.70%,24.42M,6.30,4.90%,25.43M,2.16,5.60%,2.16,5.60%,7.20%,N/A,"Sep 12, 2014","Aug 27, 2014",3:2,"Apr 1, 1999"
"Friday October 17, 2014","<span id=""yfs_j10_cvx"">211.29B</span>",220.21B,N/A,10.65,1.88,1.01,1.37,1.06,5.44,Dec 31,"Jun 30, 2014",9.61%,12.09%,6.23%,13.49%,208.70B,109.84,0.50%,60.83B,40.49B,20.06B,N/A,5.60%,14.24B,7.50,23.55B,15.22,1.35,80.88,37.07B,-6.70B,N/A,-7.18%,6.78%,135.10,106.65,121.11,124.99,"5,937,520","10,511,400",1.90B,1.89B,0.02%,65.00%,14.16M,2.30,0.70%,17.14M,N/A,N/A,4.14,3.70%,3.30%,39.00%,"Sep 10, 2014","Aug 15, 2014",2:1,"Sep 13, 2004"
"Friday October 17, 2014","<span id=""yfs_j10_cdi"">307.55M</span>",283.04M,23.06,15.66,1.07,0.28,1.09,0.25,8.23,Dec 31,"Jun 30, 2014",1.20%,2.13%,3.76%,4.71%,1.12B,57.19,7.90%,206.64M,34.39M,13.42M,0.68,28.80%,32.42M,1.65,1.62M,0.56,2.94,14.66,28.61M,17.00M,1.69,-2.50%,6.78%,19.19,12.91,15.25,14.98,"51,679","64,688",19.61M,14.49M,25.99%,59.20%,302.39K,6.40,2.10%,259.91K,0.52,3.40%,0.52,3.30%,3.30%,76.00%,"Aug 29, 2014","Aug 13, 2014",2:1,"Aug 31, 1989"
"Friday October 17, 2014"
"Friday October 17, 2014","<span id=""yfs_j10_csco"">118.35B</span>",85.20B,15.58,10.19,1.39,2.47,2.06,1.81,6.74,Jul 26,"Jul 26, 2014",16.66%,22.11%,6.32%,13.56%,47.14B,9.01,-0.50%,27.77B,12.64B,7.85B,1.49,-1.00%,52.07B,10.21,20.91B,36.91,3.39,11.09,12.33B,8.91B,1.49,-0.61%,6.78%,26.08,20.22,24.69,24.45,"26,778,500","35,108,400",5.10B,5.09B,0.09%,74.10%,54.09M,2.20,1.10%,57.20M,0.76,3.30%,0.74,3.20%,N/A,48.00%,"Oct 22, 2014","Sep 30, 2014",2:1,"Mar 23, 2000"
"Friday October 17, 2014","<span id=""yfs_j10_c"">151.90B</span>",-80.81B,16.29,9.36,1.32,2.16,0.74,-1.16,N/A,Dec 31,"Sep 30, 2014",14.33%,24.32%,0.53%,4.81%,69.94B,23.07,11.10%,67.64B,N/A,9.25B,3.08,6.60%,715.33B,236.12,464.41B,N/A,N/A,67.31,N/A,N/A,2.03,-2.74%,6.78%,55.28,45.18,51.89,49.10,"17,120,200","30,183,700",3.03B,3.02B,0.08%,68.60%,35.04M,2.20,1.20%,38.00M,0.04,0.10%,0.04,0.10%,0.50%,1.00%,"Aug 22, 2014","Jul 31, 2014",1:10,"May 9, 2011"
"Friday October 17, 2014"
"Friday October 17, 2014","<span id=""yfs_j10_ctsh"">26.98B</span>",22.69B,19.86,16.54,1.11,2.79,3.84,2.36,11.23,Dec 31,"Jun 30, 2014",14.22%,19.09%,14.60%,22.17%,9.60B,15.84,16.50%,3.58B,2.02B,1.36B,2.24,23.80%,4.13B,6.79,0.00,N/A,4.30,11.50,1.55B,1.07B,1.75,2.88%,6.78%,54.00,41.51,44.81,47.59,"5,627,880","6,242,490",607.92M,571.68M,0.51%,95.40%,9.00M,1.60,1.50%,10.33M,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2:1,"Mar 10, 2014"
"Friday October 17, 2014","<span id=""yfs_j10_cl"">58.17B</span>",62.58B,26.63,19.94,2.50,3.31,32.40,3.59,13.60,Dec 31,"Jun 30, 2014",12.79%,23.90%,18.96%,123.51%,17.44B,18.91,0.10%,10.20B,4.60B,2.23B,2.39,10.90%,1.32B,1.44,6.06B,292.76,1.27,1.95,3.27B,2.19B,0.55,0.48%,6.78%,70.11,59.75,64.83,66.32,"3,391,930","4,331,820",913.31M,908.26M,0.20%,70.40%,4.93M,1.40,0.60%,5.35M,1.44,2.20%,1.76,2.80%,2.30%,58.00%,"Nov 14, 2014","Oct 15, 2014",2:1,"May 16, 2013"
"Friday October 17, 2014"
"Friday October 17, 2014","<span id=""yfs_j10_cop"">83.67B</span>",97.10B,9.22,11.09,1.48,1.40,1.49,1.65,4.39,Dec 31,"Jun 30, 2014",15.56%,23.86%,7.37%,15.54%,58.95B,47.77,4.60%,24.53B,22.12B,8.07B,7.38,1.50%,6.43B,5.23,21.23B,38.13,1.16,44.99,17.57B,5.22B,0.85,-8.85%,6.78%,87.09,62.74,76.68,79.09,"5,915,180","11,306,900",1.23B,1.23B,0.02%,66.90%,22.86M,4.20,1.90%,22.87M,2.92,4.40%,2.84,4.20%,4.50%,37.00%,"Dec 1, 2014","Oct 9, 2014",47:64,"May 1, 2012"
"Friday October 17, 2014","<span id=""yfs_j10_ed"">17.71B</span>",29.73B,14.00,15.51,6.18,1.37,1.43,2.28,8.56,Dec 31,"Jun 30, 2014",9.75%,18.60%,3.69%,10.45%,13.05B,44.56,3.30%,8.30B,3.47B,1.27B,4.32,23.30%,774.00M,2.64,12.66B,101.66,0.90,42.53,2.94B,-227.12M,0.20,7.14%,6.78%,62.13,52.23,57.62,56.50,"2,050,520","4,344,010",292.88M,292.22M,0.25%,44.50%,22.10M,13.90,7.60%,25.83M,2.52,4.10%,1.88,3.10%,4.50%,58.00%,"Sep 15, 2014","Aug 11, 2014",2:1,"Jul 3, 1989"
"Friday October 17, 2014","<span id=""yfs_j10_glw"">23.02B</span>",20.41B,19.66,11.25,0.90,2.57,1.16,2.32,7.52,Dec 31,"Jun 30, 2014",14.77%,18.42%,3.48%,6.00%,8.79B,6.36,25.20%,3.32B,2.72B,1.25B,0.91,-73.50%,5.89B,4.56,3.70B,16.96,4.53,15.09,4.26B,840.00M,1.64,16.67%,6.78%,22.37,14.83,19.80,20.80,"7,876,460","9,849,140",1.29B,1.29B,0.41%,74.30%,19.42M,2.90,1.40%,18.35M,0.40,2.30%,0.40,2.30%,1.90%,43.00%,"Dec 12, 2014","Nov 12, 2014",3:1,"Oct 4, 2000"
"Friday October 17, 2014","<span id=""yfs_j10_cost"">54.66B</span>",51.61B,26.84,21.92,2.13,0.48,4.38,0.46,12.40,Aug 31,"Aug 31, 2014",1.83%,2.86%,6.36%,17.75%,112.64B,256.76,9.30%,13.21B,4.16B,2.06B,4.65,13.00%,7.32B,16.71,5.09B,40.70,1.22,28.10,N/A,N/A,0.57,4.51%,6.78%,131.41,109.50,125.57,118.50,"1,920,670","3,336,020",437.88M,433.61M,0.83%,76.00%,3.83M,2.00,0.90%,4.57M,1.42,1.10%,1.33,1.10%,1.20%,29.00%,"Jul 25, 2014","Jul 9, 2014",2:1,"Jan 14, 2000"
"Friday October 17, 2014","<span id=""yfs_j10_cov"">37.77B</span>",42.45B,25.22,19.00,2.51,3.71,3.88,4.07,15.12,Sep 27,"Jun 27, 2014",14.56%,21.56%,6.95%,15.33%,10.42B,23.02,4.10%,6.08B,2.81B,1.51B,3.32,-22.70%,1.23B,2.72,5.05B,50.42,1.81,22.04,1.94B,1.14B,1.06,35.14%,6.78%,95.29,60.71,89.97,82.50,"5,162,290","7,635,010",451.76M,450.02M,0.16%,90.60%,5.06M,1.10,1.10%,5.89M,1.44,1.60%,1.32,1.50%,1.80%,37.00%,"Nov 6, 2014","Oct 3, 2014",N/A,N/A
"Friday October 17, 2014"
"Friday October 17, 2014","<span id=""yfs_j10_csl"">5.03B</span>",4.95B,20.00,16.61,1.21,1.64,2.37,1.63,10.22,Dec 31,"Jun 30, 2014",8.49%,12.54%,6.67%,12.14%,3.03B,47.51,8.40%,745.60M,484.20M,237.10M,3.92,817.10%,757.00M,11.81,751.20M,35.89,3.92,32.65,365.60M,405.09M,1.50,7.29%,6.78%,88.36,70.50,80.74,82.60,"301,460","793,275",64.12M,62.70M,5.28%,0.10%,813.48K,4.40,1.50%,805.18K,1.00,1.30%,0.91,1.20%,1.50%,22.00%,"Sep 1, 2014","Aug 14, 2014",2:1,"Mar 20, 2007"
"Friday October 17, 2014","<span id=""yfs_j10_csx"">33.64B</span>",41.51B,18.82,15.63,1.73,2.63,2.96,3.32,8.89,Dec 27,"Sep 26, 2014",14.89%,28.18%,6.93%,17.73%,12.51B,12.43,7.40%,8.10B,4.67B,1.86B,1.79,9.90%,1.05B,1.06,9.62B,86.31,1.20,11.15,3.07B,704.75M,1.29,28.33%,6.78%,34.09,25.40,31.64,30.21,"6,673,070","15,488,600",999.00M,994.13M,0.44%,68.10%,17.62M,3.30,1.80%,17.69M,0.64,2.00%,0.62,1.90%,2.10%,34.00%,"Dec 15, 2014","Nov 25, 2014",3:1,"Jun 16, 2011"
"Friday October 17, 2014","<span id=""yfs_j10_cvs"">92.66B</span>",103.28B,19.58,15.81,1.23,0.69,2.40,0.78,9.90,Dec 31,"Jun 30, 2014",3.70%,6.47%,7.69%,12.71%,132.05B,111.16,10.70%,23.78B,10.43B,4.90B,4.08,10.90%,1.71B,1.48,13.37B,35.07,1.45,32.87,6.31B,4.04B,0.89,29.18%,6.78%,83.45,60.21,80.67,77.50,"4,154,410","6,696,400",1.16B,1.16B,0.19%,86.00%,10.23M,2.70,0.90%,11.69M,1.10,1.40%,0.83,1.10%,1.20%,25.00%,"Nov 3, 2014","Oct 21, 2014",2:1,"Jun 7, 2005"
"Friday October 17, 2014"
"Friday October 17, 2014"
"Friday October 17, 2014","<span id=""yfs_j10_de"">29.84B</span>",63.82B,9.35,12.83,2.24,0.82,2.78,1.75,10.10,Oct 31,"Jul 31, 2014",9.08%,14.11%,5.37%,34.19%,36.55B,98.89,-5.10%,12.13B,6.32B,3.32B,8.90,-14.60%,3.19B,8.90,36.86B,340.28,2.24,30.22,3.35B,-691.24M,1.14,-0.08%,6.78%,94.89,78.88,82.77,88.16,"3,959,250","6,214,680",358.42M,327.95M,7.18%,66.40%,34.78M,9.00,9.40%,31.33M,2.40,2.80%,2.22,2.60%,2.20%,24.00%,"Nov 3, 2014","Sep 26, 2014",2:1,"Dec 4, 2007"
"Friday October 17, 2014"
"Friday October 17, 2014"
"Friday October 17, 2014"
"Friday October 17, 2014","<span id=""yfs_j10_dpw"">13.82M</span>",11.04M,N/A,N/A,N/A,1.45,2.58,1.22,-60.64,Dec 31,"Jun 30, 2014",-6.90%,-4.55%,-3.90%,-11.89%,9.03M,1.32,18.60%,3.17M,-182.00K,-623.00K,-0.09,N/A,2.05M,0.30,0.00,N/A,3.91,0.75,858.00K,703.00K,1.42,173.24%,6.78%,3.05,0.52,1.38,1.23,"94,740","141,775",6.74M,3.25M,55.43%,1.80%,28.46K,0.50,0.80%,7.73K,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"Friday October 17, 2014","<span id=""yfs_j10_dte"">13.61B</span>",22.09B,17.63,16.75,2.97,1.18,1.70,1.91,8.97,Dec 31,"Jun 30, 2014",6.69%,11.80%,3.27%,9.98%,11.55B,65.43,21.30%,2.63B,2.46B,770.00M,4.36,18.10%,75.00M,0.42,8.55B,106.57,0.97,45.24,1.96B,-197.50M,0.42,14.39%,6.78%,80.25,64.52,77.10,76.28,"1,025,670","1,717,280",176.99M,176.21M,0.52%,14.80%,3.82M,4.90,2.20%,3.88M,2.76,3.50%,2.66,3.50%,4.40%,60.00%,"Oct 15, 2014","Sep 11, 2014",N/A,N/A
"Friday October 17, 2014","<span id=""yfs_j10_dvn"">23.78B</span>",33.78B,14.48,9.91,0.68,1.59,1.08,2.33,5.73,Dec 31,"Jun 30, 2014",11.25%,19.41%,3.87%,7.22%,14.53B,36.05,80.30%,8.13B,5.90B,1.62B,4.01,-1.20%,1.71B,4.17,12.36B,47.41,0.94,52.50,6.50B,-7.10B,1.63,-10.55%,6.78%,80.63,53.34,67.83,72.46,"3,153,830","6,146,210",409.10M,383.74M,6.20%,79.60%,4.85M,1.60,1.20%,4.57M,0.96,1.70%,0.92,1.60%,1.20%,22.00%,"Dec 31, 2014","Dec 10, 2014",2:1,"Nov 16, 2004"
"Friday October 17, 2014"
"Friday October 17, 2014","<span id=""yfs_j10_dtv"">42.66B</span>",59.82B,15.48,13.35,1.65,1.30,N/A,1.84,7.46,Dec 31,"Jun 30, 2014",8.87%,16.93%,15.94%,N/A,32.44B,62.50,5.30%,15.11B,8.02B,2.88B,5.49,22.10%,2.29B,4.56,19.98B,N/A,0.90,-12.98,6.45B,2.23B,1.12,36.06%,6.78%,89.46,61.36,86.63,83.93,"2,708,420","3,186,550",502.23M,500.33M,6.97%,80.50%,10.99M,4.10,2.20%,10.55M,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Aug 12, 1994",N/A,N/A
"Friday October 17, 2014","<span id=""yfs_j10_dnb"">4.17B</span>",5.38B,15.36,14.47,2.41,2.47,N/A,3.24,10.87,Dec 31,"Jun 30, 2014",17.04%,28.57%,16.44%,N/A,1.66B,44.22,1.70%,1.66B,495.10M,283.30M,7.46,-13.20%,285.90M,7.86,1.57B,N/A,0.93,-29.83,320.30M,269.40M,1.10,5.85%,6.78%,124.59,94.29,116.93,110.25,"343,494","581,775",36.37M,36.21M,0.69%,113.70%,2.09M,6.10,6.60%,2.04M,1.76,1.60%,1.72,1.50%,1.70%,23.00%,"Sep 12, 2014","Aug 25, 2014",2:1,"Oct 3, 2000"
"Friday October 17, 2014","<span id=""yfs_j10_d"">39.92B</span>",63.82B,25.97,18.28,3.15,3.03,3.42,4.89,14.41,Dec 31,"Jun 30, 2014",11.78%,23.12%,3.78%,13.96%,13.06B,22.48,-5.60%,5.09B,4.43B,1.56B,2.64,-21.30%,453.00M,0.78,24.66B,213.20,0.77,19.85,3.09B,-1.38B,0.22,6.75%,6.78%,73.75,63.00,69.33,69.60,"2,414,240","4,851,220",582.67M,579.84M,0.41%,58.40%,12.03M,5.70,2.10%,11.67M,2.40,3.50%,2.36,3.50%,4.00%,88.00%,"Sep 20, 2014","Aug 27, 2014",2:1,"Nov 20, 2007"
"Friday October 17, 2014","<span id=""yfs_j10_dow"">53.89B</span>",66.95B,N/A,12.75,1.51,0.92,2.32,1.16,9.05,Dec 31,"Jun 30, 2014",6.51%,8.28%,4.29%,14.34%,57.50B,48.45,2.30%,9.49B,7.40B,3.38B,N/A,-60.10%,3.65B,3.10,17.84B,63.88,2.04,19.30,5.60B,2.30B,N/A,8.35%,6.78%,54.97,38.16,51.57,51.17,"8,972,210","19,361,700",1.18B,1.17B,0.18%,69.90%,32.45M,3.60,2.70%,26.36M,N/A,N/A,1.43,3.20%,2.90%,50.00%,"Oct 30, 2014","Sep 26, 2014",3:1,"Jun 19, 2000"
"Friday October 17, 2014","<span id=""yfs_j10_duk"">55.20B</span>",95.74B,25.07,16.36,3.61,2.23,1.35,3.87,10.42,Dec 31,"Jun 30, 2014",8.90%,23.22%,3.14%,5.44%,24.76B,35.03,1.10%,9.50B,9.18B,2.19B,3.11,79.60%,2.01B,2.84,42.46B,103.86,1.32,57.71,6.16B,-1.62B,0.24,11.54%,6.78%,79.81,67.05,74.88,72.80,"3,137,660","4,632,280",707.27M,705.31M,0.18%,53.60%,14.40M,4.60,2.00%,12.86M,3.18,4.00%,3.14,4.00%,5.00%,100.00%,"Sep 16, 2014","Aug 13, 2014",1:3,"Jul 3, 2012"
"Friday October 17, 2014","<span id=""yfs_j10_dd"">61.39B</span>",68.29B,21.07,14.59,2.13,1.71,3.61,1.92,11.42,Dec 31,"Jun 30, 2014",8.39%,12.20%,5.43%,19.45%,35.49B,38.42,-1.70%,13.19B,5.98B,2.94B,3.18,3.90%,4.36B,4.77,11.80B,68.88,1.93,18.37,3.74B,1.65B,1.55,11.09%,6.78%,72.92,59.12,68.14,67.08,"4,719,190","7,864,540",915.24M,913.83M,0.07%,66.40%,25.19M,4.90,2.80%,21.47M,1.88,2.90%,1.82,2.80%,3.70%,56.00%,"Sep 12, 2014","Aug 13, 2014",2:1,"Jun 13, 1997"
"Friday October 17, 2014"
"Friday October 17, 2014","<span id=""yfs_j10_air"">939.71M</span>",1.43B,13.92,11.56,1.13,0.47,0.93,0.72,6.70,May 31,"Aug 31, 2014",3.49%,6.84%,3.92%,7.17%,1.99B,51.48,-8.80%,340.20M,214.20M,68.00M,1.74,-19.60%,131.30M,3.38,627.10M,62.43,2.78,25.87,127.30M,89.82M,1.88,-14.19%,6.78%,31.55,22.37,25.97,26.27,"269,846","265,800",38.80M,36.64M,4.28%,84.60%,2.20M,5.80,5.80%,2.40M,0.30,1.30%,0.30,1.20%,N/A,17.00%,"Nov 4, 2014","Oct 17, 2014",3:2,"Feb 24, 1998"
"Friday October 17, 2014","<span id=""yfs_j10_ebay"">59.70B</span>",57.38B,N/A,14.63,1.45,3.49,3.13,3.37,11.54,Dec 31,"Jun 30, 2014",-0.65%,20.49%,5.45%,-0.55%,17.05B,13.32,12.60%,11.01B,4.97B,-111.00M,-0.09,5.60%,7.37B,5.94,5.32B,28.05,1.28,15.29,5.72B,6.26B,0.80,-8.28%,6.78%,59.70,46.34,52.90,52.34,"14,278,900","15,008,900",1.24B,1.12B,9.50%,83.50%,20.53M,1.20,1.80%,23.21M,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2:1,"Feb 17, 2005"
"Friday October 17, 2014","<span id=""yfs_j10_ecl"">32.31B</span>",38.52B,30.23,22.45,1.62,2.26,4.27,2.76,13.88,Dec 31,"Jun 30, 2014",7.87%,13.72%,6.09%,15.58%,13.95B,46.39,6.90%,6.01B,2.78B,1.10B,3.57,46.10%,187.00M,0.62,7.13B,95.57,1.20,24.71,1.70B,988.10M,0.67,1.82%,6.78%,118.46,97.65,113.93,109.92,"903,191","1,661,980",299.63M,270.14M,9.81%,77.70%,3.73M,4.70,1.40%,3.62M,1.10,1.00%,1.10,1.00%,1.30%,29.00%,"Oct 15, 2014","Sep 12, 2014",2:1,"Jun 9, 2003"
"Friday October 17, 2014"
"Friday October 17, 2014"
"Friday October 17, 2014","<span id=""yfs_j10_lly"">66.77B</span>",66.54B,19.79,19.94,29.62,3.13,3.69,3.14,11.70,Dec 31,"Jun 30, 2014",16.00%,20.24%,7.86%,20.41%,21.20B,19.72,-16.80%,18.20B,5.69B,3.39B,3.15,-39.20%,5.13B,4.78,5.33B,29.60,1.77,16.78,5.04B,2.70B,0.29,24.90%,6.78%,67.14,48.88,64.80,61.71,"3,844,400","4,655,950",1.07B,936.52M,0.17%,74.50%,22.73M,5.50,2.30%,22.58M,1.96,3.10%,1.96,3.20%,4.70%,62.00%,"Sep 10, 2014","Aug 13, 2014",2:1,"Oct 16, 1997"
"Friday October 17, 2014","<span id=""yfs_j10_emc"">54.98B</span>",52.40B,22.10,12.52,1.41,2.31,2.44,2.22,9.61,Dec 31,"Jun 30, 2014",10.98%,17.45%,5.79%,11.64%,23.58B,11.55,4.70%,14.47B,5.45B,2.59B,1.23,-16.00%,7.65B,3.77,5.49B,23.03,1.41,11.00,6.57B,4.56B,1.55,14.55%,16.33%,30.18,23.15,29.28,27.67,"16,606,600","15,851,400",2.03B,2.02B,0.24%,82.10%,22.42M,1.20,1.10%,25.74M,0.46,1.70%,0.43,1.60%,N/A,34.00%,"Oct 23, 2014","Sep 29, 2014",2:1,"Jun 5, 2000"
"Friday October 17, 2014","<span id=""yfs_j10_emr"">42.68B</span>",45.69B,17.19,15.04,1.75,1.72,3.91,1.86,9.39,Sep 30,"Jun 30, 2014",10.32%,16.44%,10.37%,24.38%,24.54B,34.86,-0.50%,9.95B,4.86B,2.53B,3.56,275.30%,3.05B,4.37,6.54B,60.15,1.27,15.48,3.73B,2.64B,1.23,-7.88%,6.78%,70.66,57.76,62.99,65.62,"3,223,730","4,901,110",697.92M,693.41M,0.36%,73.50%,10.29M,3.30,1.50%,7.65M,1.72,2.90%,1.72,2.80%,3.00%,48.00%,"Sep 10, 2014","Aug 13, 2014",2:1,"Dec 12, 2006"
"Friday October 17, 2014","<span id=""yfs_j10_enb"">38.04B</span>",64.52B,31.74,20.06,2.00,1.14,4.77,1.93,19.44,Dec 31,"Jun 30, 2014",4.00%,6.03%,2.50%,7.77%,33.43B,40.84,29.70%,5.41B,3.32B,1.10B,1.42,858.80%,1.14B,1.35,27.39B,154.99,0.73,9.46,2.43B,-7.12B,0.59,7.07%,6.78%,51.95,39.98,48.40,48.11,"1,041,540","1,397,950",846.24M,810.71M,3.88%,61.80%,3.68M,3.50,N/A,4.22M,1.28,3.00%,1.26,2.80%,2.80%,86.00%,"Sep 1, 2014","Aug 13, 2014",2:1,"Jun 1, 2011"
"Friday October 17, 2014"
"Friday October 17, 2014"
